id,type,value,parent_id,indelible
'd7a269af-0aff-41d4-89a8-1b2269b515ef','GRORO','03-00009-З-00479-010814',null,null
'469a97ac-623c-4a81-8574-dea5bbbef0de','GRORO','03-00010-З-00479-010814',null,null
'8d5dcc0a-4e7a-4f1a-8cfb-1e3ac86874e2','GRORO','03-00011-З-00479-010814',null,null
'b276d552-20ba-4ffe-9c47-7cf6d91ce50e','GRORO','03-00012-З-00479-010814',null,null
'3e7ae8f9-85a7-43a0-a732-d36a6d06014c','GRORO','03-00013-З-00479-010814',null,null
'b5b10301-9ed5-443d-96b4-18cadfad8017','GRORO','03-00014-З-00479-010814',null,null
'2e30c7bd-26f8-4bca-9709-734dadd8f39a','GRORO','03-00015-З-00479-010814',null,null
'053c0017-c059-4c03-bebc-21836518c8bc','GRORO','03-00016-З-00479-010814',null,null
'5968d002-0341-4b1a-82aa-19ab09ea211d','GRORO','03-00017-З-00479-010814',null,null
'd1987fe6-ba9e-4f59-abc0-47badc5f0c4f','GRORO','03-00018-З-00479-010814',null,null
'63ba210a-28ed-4bd7-be63-a8bbcd1d67cd','GRORO','03-00019-З-00479-010814',null,null
'03a700a2-7844-4e68-88e8-2de9ecd45125','GRORO','03-00020-Х-00479-010814',null,null
'3164ebe8-c474-4b56-89eb-d5676c671fa4','GRORO','03-00021-Х-00479-010814',null,null
'3588bf20-d277-4b70-918a-7724bdefdb1a','GRORO','03-00022-Х-00479-010814',null,null
'09323c4f-d09d-4fbb-b0d4-6c8acd5914f7','GRORO','03-00023-З-00479-010814',null,null
'c846d0b6-aa77-45aa-bd23-94ce0d302e26','GRORO','09-00001-З-00479-010814',null,null
'11e5b90f-a36e-4d09-8e0e-27e47e64bd2a','GRORO','09-00002-З-00479-010814',null,null
'04b234db-2cb2-45d6-98cf-1d6091b167e2','GRORO','09-00003-З-00479-010814',null,null
'b1cec56e-aa91-41f1-9c4e-d7f91409b322','GRORO','10-00001-Х-00479-010814',null,null
'38eeee9c-6ad7-40da-bf4c-f7fbe8cc3bdb','GRORO','11-00001-ХЗ-00479-010814',null,null
'215dcb28-eb72-4698-829c-f0709f39571e','GRORO','11-00002-З-00479-010814',null,null
'4915718a-bc0a-441b-90b0-2b64bd6ec201','GRORO','11-00003-З-00479-010814',null,null
'44a529f8-79b1-431d-9e3a-ff0658bbf646','GRORO','11-00004-З-00479-010814',null,null
'c0ec7279-c863-4727-8e3c-8df0ed3011dd','GRORO','11-00005-З-00479-010814',null,null
'56dd0809-3b91-4f74-b025-be50be5ee76b','GRORO','11-00006-Х-00479-010814',null,null
'74d22b48-a226-43bb-ac7a-37f5870468bd','GRORO','11-00007-Х-00479-010814',null,null
'43e5fd95-5d94-4f93-aef0-37ffe6f90751','GRORO','11-00008-Х-00479-010814',null,null
'98ef8cf3-37c0-4b5f-b3d3-076ccfa13383','GRORO','11-00009-З-00479-010814',null,null
'6081247e-3526-4a2e-a857-c21a520e0a5b','GRORO','11-00010-З-00479-010814',null,null
'a5db7f0f-a792-4941-afca-1259f5bb74c5','GRORO','12-00001-З-00479-010814',null,null
'36dc1e80-e88c-4c61-be08-db181b0206b7','GRORO','63-00016-З-00479-010814',null,null
'c0250b6c-95b0-4d1b-a784-60842e7b8c41','GRORO','19-00001-Х-00479-010814',null,null
'8ab9adb8-013f-4ede-92b0-ce737b74f0ad','GRORO','19-00002-Х-00479-010814',null,null
'a0e56bee-269c-4702-9ce8-3d54879dac8f','GRORO','19-00003-Х-00479-010814',null,null
'9cba4b27-3cf3-4ad1-9e04-5f5661a2265b','GRORO','19-00004-З-00479-010814',null,null
'e24a0fba-e468-458d-9d4e-24b57d745825','GRORO','19-00005-Х-00479-010814',null,null
'd5bfda56-7471-4d72-ab64-e91075f9598b','GRORO','19-00006-Х-00479-010814',null,null
'a4e6836c-4755-4540-8335-d741eb2e3904','GRORO','19-00007-З-00479-010814',null,null
'fd5ab0ee-c80b-44eb-bd7b-add96f75dae2','GRORO','19-00008-З-00479-010814',null,null
'ed3e474b-2337-4621-87dc-44016e0583f1','GRORO','19-00009-З-00479-010814',null,null
'5c17aaa1-8d33-4f53-a0be-541b1e1804e3','GRORO','19-00010-З-00479-010814',null,null
'0558e549-075c-49ae-a04c-9d32a7cb61cc','GRORO','19-00011-З-00479-010814',null,null
'224b7dd1-b69f-4511-9c60-200f3544d12d','GRORO','19-00012-Х-00479-010814',null,null
'50ec9594-25b0-450e-b5b9-6b2ff5a4bfa4','GRORO','19-00013-З-00479-010814',null,null
'5186fa6b-79d6-4baf-a82d-972d78de4970','GRORO','19-00014-Х-00479-010814',null,null
'1f7ecb81-4d46-4074-887b-0c6d5ef99ae7','GRORO','19-00015-Х-00479-010814',null,null
'a2a9dc3b-d703-4250-990f-8ecc72fb1c97','GRORO','19-00016-Х-00479-010814',null,null
'f4f12bd4-0800-44c2-9687-4e78dd699fd4','GRORO','19-00017-З-00479-010814',null,null
'947160ca-6c45-47f1-baaf-6e980e6b1249','GRORO','21-00001-З-00479-010814',null,null
'74d73dcb-8790-401d-9f34-c6aa979e21f9','GRORO','21-00002-Х-00479-010814',null,null
'd4c06dab-3455-4613-a783-8f5e66e539a5','GRORO','21-00003-Х-00479-010814',null,null
'23139cfb-5973-4f3a-bd3d-9bb6be76a687','GRORO','21-00004-З-00479-010814',null,null
'61071d6c-f4cf-459c-8dca-ec3a96824920','GRORO','21-00005-З-00479-010814',null,null
'3af157d4-dccb-4b97-83fc-519547b65538','GRORO','21-00006-З-00479-010814',null,null
'3bf305dc-559f-469e-9483-42154f4ab8d0','GRORO','21-00007-Х-00479-010814',null,null
'3256057a-64f1-4ed8-803c-364986e3c8a0','GRORO','21-00008-Х-00479-010814',null,null
'aa8b03fc-a882-43ac-b8fa-0787f22d68a8','GRORO','21-00009-З-00479-010814',null,null
'84e97505-3847-4c28-80f5-28b0c1cb760d','GRORO','22-00001-Х-00479-010814',null,null
'e10175c0-b2bb-4b5c-8af4-1502a8c5e9a8','GRORO','22-00002-Х-00479-010814',null,null
'4004ffec-f6e1-4198-a923-a828cc5ab0df','GRORO','22-00003-Х-00479-010814',null,null
'db741ffe-e30a-4082-934e-8e8d8f01ad81','GRORO','22-00004-З-00479-010814',null,null
'a3722379-d239-4ea4-9c68-e22799aa8b63','GRORO','22-00005-Х-00479-010814',null,null
'1e6778ed-beb2-4723-b594-7f2427f2a775','GRORO','22-00006-Х-00479-010814',null,null
'07d9fadd-3e83-49a3-83e8-9808acc4b853','GRORO','22-00007-Х-00479-010814',null,null
'91c9d5b6-9008-4064-a1be-4fd90a6de911','GRORO','22-00008-Х-00479-010814',null,null
'ef027dd8-d0ef-4c19-a886-cc96853bd7d6','GRORO','22-00009-Х-00479-010814',null,null
'730eeefc-d620-46f1-b38a-74e4be035dfa','GRORO','22-00010-Х-00479-010814',null,null
'119de817-e959-43a6-8033-b140fc590d8b','GRORO','22-00011-Х-00479-010814',null,null
'a4a6e426-c5dc-4f67-a69b-4a92c2302de2','GRORO','22-00012-Х-00479-010814',null,null
'6cf7a6a7-deca-412f-a5f2-8dc2b7e2fea5','GRORO','24-00001-Х-00479-010814',null,null
'f203b6b9-c38a-4904-a721-ddaf4cc85c06','GRORO','24-00002-Х-00479-010814',null,null
'2f229654-1225-4c6b-9dce-13c83b24c9e3','GRORO','24-00003-Х-00479-010814',null,null
'be07cdad-2d1f-4f25-b9b3-80ffc97dd9d4','GRORO','24-00004-Х-00479-010814',null,null
'6ec0d48a-e26a-47cb-89bf-a66be94976db','GRORO','24-00005-З-00479-010814',null,null
'74b86330-8d03-42f2-81c6-db3bbc35cd11','GRORO','24-00006-З-00479-010814',null,null
'aa8146ee-404e-4314-8a2b-8f80d2f4c312','GRORO','24-00007-Х-00479-010814',null,null
'ddb1510d-c9a4-49b7-8625-abf38524e61d','GRORO','24-00008-Х-00479-010814',null,null
'5c4271c8-e963-4b0e-a7e4-cffee9aa101c','GRORO','24-00009-З-00479-010814',null,null
'd371ef55-6058-4b95-bc96-d03ac1b4f47a','GRORO','24-00010-Х-00479-010814',null,null
'0045d6d8-7d0a-4af4-8798-e6651dd48274','GRORO','24-00011-Х-00479-010814',null,null
'602eb875-cd81-40f9-97c3-3a9d4b47d0cb','GRORO','24-00012-Х-00479-010814',null,null
'a4953fe5-515d-47cd-9ee9-8dfb8983abbf','GRORO','24-00013-Х-00479-010814',null,null
'2686c38d-8e6e-40a8-98ee-43e85e6548d0','GRORO','24-00014-З-00479-010814',null,null
'88e8d49a-6490-4381-bb16-31b4972072cc','GRORO','24-00015-З-00479-010814',null,null
'c1f04df9-a449-40d3-895a-3e1248363e88','GRORO','24-00016-Х-00479-010814',null,null
'f399de84-a0a1-4e2f-a57a-2aa2f862fd3f','GRORO','24-00017-Х-00479-010814',null,null
'96bb523a-56a7-4db5-a02e-70c9dda34a74','GRORO','24-00018-Х-00479-010814',null,null
'6ea1514f-d58b-464a-9053-8edd59b50638','GRORO','24-00019-Х-00479-010814',null,null
'5aee9517-b5a0-4ca4-8751-13ff963e0dd6','GRORO','24-00020-Х-00479-010814',null,null
'06573ccd-baf9-4d54-bd7e-0bbeb383c7f3','GRORO','24-00021-Х-00479-010814',null,null
'ad8f0fa7-1e2c-416e-baaf-49df25ac1dea','GRORO','24-00022-Х-00479-010814',null,null
'f53a445b-876e-494d-a58f-e0a02dcc8366','GRORO','24-00023-Х-00479-010814',null,null
'5146993a-c9b0-4b96-a1ce-6fc7a726bb47','GRORO','24-00024-Х-00479-010814',null,null
'659a991e-7f4b-4446-a5c2-385f624c87a2','GRORO','24-00025-Х-00479-010814',null,null
'e3a9ca39-3a46-47d0-aa5a-9639cde04576','GRORO','24-00026-Х-00479-010814',null,null
'bb1fbe70-4288-447e-b33e-c1be4d144ab2','GRORO','24-00027-Х-00479-010814',null,null
'79e33b73-a143-4be6-8ccd-a9c3d6c49213','GRORO','24-00028-Х-00479-010814',null,null
'23b1b93b-9d69-437f-98fc-e89d09eb5589','GRORO','24-00029-З-00479-010814',null,null
'9fc3af94-8e02-4f65-bd59-faebe543d30b','GRORO','24-00030-З-00479-010814',null,null
'1c99c25c-cb4b-43d6-8a9e-2b0d5831005f','GRORO','24-00031-З-00479-010814',null,null
'eec452a1-a0a8-4146-85ce-3b56b1968012','GRORO','24-00032-Х-00479-010814',null,null
'8a12ef07-7cd0-4409-b114-020d557c9b73','GRORO','24-00033-З-00479-010814',null,null
'59449c9f-85a0-4866-b8c8-6525ea37c4be','GRORO','24-00034-Х-00479-010814',null,null
'658bb59e-3b2e-403b-bcb1-bf62301f08b9','GRORO','25-00001-З-00479-010814',null,null
'317d055b-5187-4099-a760-e4755d99e7ec','GRORO','25-00002-З-00479-010814',null,null
'8b8348c9-c164-450b-a11e-ce8fdb954436','GRORO','25-00003-З-00479-010814',null,null
'd1f77a6d-389b-40e7-9772-c35517e8aa7c','GRORO','25-00004-З-00479-010814',null,null
'e0e488ff-ec9a-475f-96d5-cf0ecf3bb90c','GRORO','25-00005-З-00479-010814',null,null
'cd11a4bc-a3a1-48ae-acc9-28f8438a9152','GRORO','25-00006-З-00479-010814',null,null
'7a82ce36-379e-4577-a5d3-ab7f16b41a3d','GRORO','25-00007-З-00479-010814',null,null
'656fa958-6a08-43c0-98a6-b6334a77420d','GRORO','25-00008-Х-00479-010814',null,null
'024872f6-2559-4d16-af49-dd7134643d9f','GRORO','25-00009-Х-00479-010814',null,null
'54790a0e-e05b-4430-8a50-a8af09eb9f09','GRORO','25-00010-З-00479-010814',null,null
'5beb012b-89ee-4fad-8418-f33425c54417','GRORO','25-00011-З-00479-010814',null,null
'3e48948b-91ff-4f27-8885-f03167802ced','GRORO','25-00012-З-00479-010814',null,null
'a28fe425-38b2-4713-97db-cab5f0bbefbf','GRORO','28-00001-Х-00479-010814',null,null
'3cf1712c-319c-46cf-bfa5-1cc836d8d326','GRORO','28-00002-З-00479-010814',null,null
'5210b5b2-3cbc-4723-861e-ab9436b83a95','GRORO','28-00003-З-00479-010814',null,null
'09f2b065-06cf-4fdd-b863-dabd4121198a','GRORO','28-00004-З-00479-010814',null,null
'8c32ae91-4e1a-4ddb-9bbe-18d8d42b587d','GRORO','29-00001-Х-00479-010814',null,null
'3cad2e1e-08e9-4a05-ae97-40d9520d82c1','GRORO','29-00002-З-00479-010814',null,null
'65dc7f40-103b-47e9-b917-9fdbf4eb87fd','GRORO','29-00003-Х-00479-010814',null,null
'8eef110b-4eca-433b-b712-fc124489c94d','GRORO','29-00004-Х-00479-010814',null,null
'a48662a8-0f8f-4d65-857f-ec6806abed04','GRORO','29-00005-Х-00479-010814',null,null
'ba1f2911-594c-4cb5-8eda-420c9b1214f7','GRORO','29-00006-З-00479-010814',null,null
'890f4ef6-14e5-4902-be2d-64120dbd4642','GRORO','30-00001-З-00479-010814',null,null
'405e13ba-bfb8-40ed-8b97-4d0377e92da6','GRORO','30-00002-З-00479-010814',null,null
'4e252c51-c1f5-4fa9-9c66-2fe2328e6b91','GRORO','30-00003-З-00479-010814',null,null
'c2836b70-b901-432d-9382-00c307f74a36','GRORO','30-00004-З-00479-010814',null,null
'f1a01bc5-5e83-428e-b72d-ec02eebbee9d','GRORO','30-00005-З-00479-010814',null,null
'dd9c6562-5cf4-413d-a082-a59c1afa070f','GRORO','31-00001-З-00479-010814',null,null
'2c37491b-b97c-4282-a5a8-17da46cfa412','GRORO','31-00002-З-00479-010814',null,null
'b02da57f-e227-444d-8b1b-5a0d344f9ee9','GRORO','31-00003-З-00479-010814',null,null
'd6678078-5413-4a58-8cb5-e5fcc9357591','GRORO','31-00004-З-00479-010814',null,null
'f6fa2fab-d90b-43fe-9463-01562ed52554','GRORO','31-00005-З-00479-010814',null,null
'b2a099f1-d265-49d6-8b26-2383d9096b42','GRORO','31-00006-З-00479-010814',null,null
'ac59609f-2fe8-4fc8-942a-496b3d9ec17f','GRORO','31-00007-Х-00479-010814',null,null
'f308d8b2-5863-4c2d-b34b-9b57bb93f6f8','GRORO','32-00001-З-00479-010814',null,null
'18399c30-6db6-4909-8519-4ff69c9dd82b','GRORO','32-00002-З-00479-010814',null,null
'8287c62d-17c0-4f4e-b9cd-42b0362431cd','GRORO','33-00001-З-00479-010814',null,null
'adeae99c-bce7-4688-8b05-040299cc9241','GRORO','33-00002-З-00479-010814',null,null
'33cf9fb2-654e-4bdb-96dd-a03b5ecd4ede','GRORO','34-00001-З-00479-010814',null,null
'5a15f347-4e1f-4b64-b601-6b8c1a5bb8e2','GRORO','34-00002-Х-00479-010814',null,null
'6af8fe65-7021-45b5-abee-1ac938da1280','GRORO','34-00003-Х-00479-010814',null,null
'd7fb8cfe-92cf-4a59-87cb-a4c5a7de103e','GRORO','34-00004-З-00479-010814',null,null
'2556eba8-5662-47c8-83ea-f8b44897c90e','GRORO','34-00005-Х-00479-010814',null,null
'4e6b5942-6839-41de-b11d-b1c09d09faed','GRORO','34-00006-Х-00479-010814',null,null
'b16ada9a-26d8-495b-a7b1-9c7c49978071','GRORO','34-00007-Х-00479-010814',null,null
'9892d07d-9fcb-4f67-9718-aebe381fc14c','GRORO','34-00008-Х-00479-010814',null,null
'6e1dfc98-e6d3-4211-a6d1-ff73a147f949','GRORO','34-00009-Х-00479-010814',null,null
'1631e3c8-290e-4bb9-a690-dcbb18588768','GRORO','34-00010-З-00479-010814',null,null
'cb85a29b-0266-4699-b084-770f8f5fc940','GRORO','34-00011-З-00479-010814',null,null
'fd60a323-4294-4969-b430-f66b09f1d627','GRORO','34-00012-З-00479-010814',null,null
'1c757661-85a9-41fa-a905-d122d4a03b57','GRORO','34-00013-З-00479-010814',null,null
'82c42863-6c56-4f33-89b5-951f44528c29','GRORO','34-00014-З-00479-010814',null,null
'911ae7c7-4b71-49b2-a6e6-749bbc47141f','GRORO','34-00015-З-00479-010814',null,null
'd5799786-425e-427a-a564-e89ef09d3915','GRORO','34-00016-Х-00479-010814',null,null
'29f41722-a225-4fad-a638-b5e6830a5650','GRORO','34-00017-Х-00479-010814',null,null
'2698137a-b622-465c-b5e5-8367d6c696b8','GRORO','36-00001-З-00479-010814',null,null
'7330eac8-96ec-465d-ab8a-719d05118379','GRORO','36-00002-З-00479-010814',null,null
'30ee06fa-3000-4464-9966-02f1d63d946d','GRORO','36-00003-З-00479-010814',null,null
'020f3e1c-d241-4b7b-b10e-9146b821b6bb','GRORO','36-00004-З-00479-010814',null,null
'b7e58a80-7467-4f8b-8a66-63857e043d5a','GRORO','36-00005-З-00479-010814',null,null
'd29abe08-c0d4-4804-843a-2e46a6554dc3','GRORO','36-00006-З-00479-010814',null,null
'833f72da-195c-4de5-a418-9398fb262e2e','GRORO','36-00007-Х-00479-010814',null,null
'a6e65a52-fe80-43b0-961c-4da081f34288','GRORO','36-00008-Х-00479-010814',null,null
'ee96bbb5-f814-431f-b6ca-74756f62ec43','GRORO','36-00009-З-00479-010814',null,null
'8da60e87-f332-4a3f-85ff-7875593048ba','GRORO','36-00010-З-00479-010814',null,null
'f1aeba16-3af9-4a95-bcc8-cf490ed772a2','GRORO','36-00011-Х-00479-010814',null,null
'5dc31429-c799-4a81-ad37-6a8cf9ae5153','GRORO','36-00012-З-00479-010814',null,null
'ced810d7-356d-45a8-a77e-995d7742ae85','GRORO','36-00013-З-00479-010814',null,null
'b0ec101e-864b-411d-a3fd-e6b461a354c5','GRORO','36-00014-З-00479-010814',null,null
'2a47395d-31fa-40d0-82f0-5fe4aeaacb3d','GRORO','36-00015-З-00479-010814',null,null
'a3ae63f3-cf08-48e5-a5b8-5efaabeb3cdd','GRORO','36-00016-З-00479-010814',null,null
'c898b431-eff9-4530-bc60-5f071317bf0f','GRORO','38-00001-Х-00479-010814',null,null
'0ef09073-5b64-45c8-94cb-44e06cb432cd','GRORO','38-00002-Х-00479-010814',null,null
'15e7246e-b2bf-422c-965b-481d2d706483','GRORO','38-00003-З-00479-010814',null,null
'8ca950b6-8195-43de-9301-b3643b03de49','GRORO','38-00004-Х-00479-010814',null,null
'8f9cea2c-69b9-4fbd-a8f2-ac9918566983','GRORO','38-00005-Х-00479-010814',null,null
'f5f9567a-fd7d-485c-882d-ee973fd25d01','GRORO','38-00006-Х-00479-010814',null,null
'cdb73644-6de9-43dc-91c2-ce393ffdea07','GRORO','38-00007-Х-00479-010814',null,null
'baffd836-41b0-4294-84c4-00d89ab2bb76','GRORO','38-00008-Х-00479-010814',null,null
'e6b0d2c8-f072-45c8-87c5-b8ff9a5889f8','GRORO','38-00009-З-00479-010814',null,null
'a2f5ebc9-5454-448f-9352-b4368897f43f','GRORO','38-00010-З-00479-010814',null,null
'81ddafbb-90c7-41c3-bcd6-983d5d554e3c','GRORO','38-00011-З-00479-010814',null,null
'617af1ee-f540-4967-96c4-8f07a7c59a40','GRORO','38-00012-З-00479-010814',null,null
'a4f6e7a2-6da5-4e33-8c96-75df5a4a975d','GRORO','38-00013-З-00479-010814',null,null
'638ef820-ad57-4f4e-aa6b-827b3d57af70','GRORO','38-00014-З-00479-010814',null,null
'4f8b557f-e0c9-4847-8aea-3afc4409d56a','GRORO','38-00015-Х-00479-010814',null,null
'46dc04ce-1ca5-4911-8028-d2c20fa728bb','GRORO','38-00016-З-00479-010814',null,null
'598a00a6-6e79-457e-9edf-7bafeef13229','GRORO','38-00017-Х-00479-010814',null,null
'18cd0414-941a-4be7-ac78-d3ebfb1412e1','GRORO','38-00018-Х-00479-010814',null,null
'4b5831f2-1823-4991-9c64-b7d88bd3e2dd','GRORO','38-00019-Х-00479-010814',null,null
'c9eaf8d9-9f15-444e-924b-43d36487f953','GRORO','38-00020-З-00479-010814',null,null
'31559d94-9fde-436a-a405-0cb1aaddfbea','GRORO','38-00021-З-00479-010814',null,null
'ab8de096-c309-4410-9365-bb145705fbfd','GRORO','38-00022-Х-00479-010814',null,null
'fd051769-d0fe-40ab-8d4b-2b6f462b0565','GRORO','38-00023-З-00479-010814',null,null
'98aa2716-4c54-4295-93ca-4fcd8e1293e9','GRORO','38-00024-Х-00479-010814',null,null
'64bdbcf0-68e7-4fc3-9a76-297be0bbcd64','GRORO','38-00025-Х-00479-010814',null,null
'9c709d9c-a694-4887-9dce-b33c98d6234c','GRORO','38-00026-З-00479-010814',null,null
'48062264-15b7-4e6a-bcc4-5b8e55109a89','GRORO','39-00001-З-00479-010814',null,null
'edf2d8a8-a7a1-43f9-8d53-359277fa3056','GRORO','40-00001-З-00479-010814',null,null
'6634321a-dd78-41a5-9f1f-3bd72b4f23dd','GRORO','40-00002-З-00479-010814',null,null
'844020d0-0d60-47ff-ab30-4cf7a3c1a155','GRORO','40-00003-З-00479-010814',null,null
'2c4beb99-a4f9-4397-927a-2e5b946cd608','GRORO','41-00001-З-00479-010814',null,null
'4b7a6495-0825-4288-8f60-806645552ed5','GRORO','41-00002-З-00479-010814',null,null

'10ea927a-0fd8-4c9e-9e6a-2102f77e7bd3','WASTE_TYPE','7 30 000 00 00 0 ОТХОДЫ КОММУНАЛЬНЫЕ, ПОДОБНЫЕ КОММУНАЛЬНЫМ НА ПРОИЗВОДСТВЕ И ПРИ ПРЕДОСТАВЛЕНИИ УСЛУГ НАСЕЛЕНИЮ',null,null
'8bd8caa6-cc33-4643-80be-8fc6d4e1c391','WASTE_TYPE','7 31 000 00 00 0 Отходы коммунальные твердые',null,null
'199d0129-ed65-4299-881b-43b78121b4fd','WASTE_TYPE','7 31 100 00 00 0 Отходы из жилищ',null,null
'ea028998-2fe6-4cdf-b0a6-b88be4fbf066','WASTE_TYPE','7 31 110 00 00 0 Отходы из жилищ при совместном накоплении',null,null
'8542695e-4318-4272-adfa-8e828902029b','WASTE_TYPE','7 31 110 01 72 4 отходы из жилищ несортированные (исключая крупногабаритные)',null,null
'3d552dd8-6f59-4de4-95fe-3c2273c10c56','WASTE_TYPE','7 31 110 02 21 5 отходы из жилищ крупногабаритные',null,null
'02f90d05-7563-409e-af8e-6d2b2fbfe2fb','WASTE_TYPE','7 31 120 00 00 0 Отходы из жилищ при раздельном накоплении',null,null
'fafaa99d-f930-4e25-929b-1ee7c907eeef','WASTE_TYPE','7 31 200 00 00 0 Отходы от уборки территории городских и сельских поселений, относящиеся к твердым коммунальным отходам',null,null
'7625ed94-ebfb-4ff5-b9db-a02362247e1a','WASTE_TYPE','7 31 200 01 72 4 мусор и смет уличный',null,null
'd6abb4db-e238-47ef-8b68-f018998490ea','WASTE_TYPE','7 31 200 02 72 5 мусор и смет от уборки парков, скверов, зон массового отдыха, набережных, пляжей и других объектов благоустройства',null,null
'15753b55-db7c-4777-8392-3ff55e8b7d44','WASTE_TYPE','7 31 200 03 72 5 отходы от уборки территорий кладбищ, колумбариев',null,null
'd6bb8f50-6b68-44b6-acba-62704c721ebd','WASTE_TYPE','7 31 205 11 72 4 отходы от уборки прибордюрной зоны автомобильных дорог',null,null
'e6d38b7b-370d-479b-b3e5-5ed0573e9924','WASTE_TYPE','7 31 210 00 00 0 Отходы от зимней уборки улиц',null,null
'debe338a-0e3e-4d5b-9060-80ccbd687255','WASTE_TYPE','7 31 211 00 00 0 Отходы от снеготаяния с применением снегоплавильного оборудования',null,null
'cfa90cd9-8680-4f00-9c4f-aab284472496','WASTE_TYPE','7 31 211 01 72 4 отходы с решеток станции снеготаяния',null,null
'7d5c38e2-68d3-4b35-9a79-81580a232ee4','WASTE_TYPE','7 31 211 11 39 4 осадки очистки оборудования для снеготаяния с преимущественным содержанием диоксида кремния',null,null
'12789466-a5dc-4b9a-9e71-4ab0e4c3ad7c','WASTE_TYPE','7 31 211 61 20 4 отходы снеготаяния с применением снегоплавильного оборудования, обезвоженные методом естественной сушки, малоопасные',null,null
'1a4ca275-c372-44e8-949d-5856152ba89b','WASTE_TYPE','7 31 211 62 20 5 отходы снеготаяния с применением снегоплавильного оборудования, обезвоженные методом естественной сушки, практически неопасные',null,null
'440e8fdf-c8fc-4da0-a26a-55e14c230054','WASTE_TYPE','7 31 290 00 00 0 Прочие отходы от уборки территории городских и сельских поселений',null,null
'b3a1dc69-2975-49ff-b210-89e0abc0a93d','WASTE_TYPE','7 31 300 00 00 0 Растительные отходы при уходе за газонами, цветниками, древесно-кустарниковыми посадками, относящиеся к твердым коммунальным отходам',null,null
'1ce72bfd-1623-42a9-91b0-d3d3f7e8c1c8','WASTE_TYPE','7 31 300 01 20 5 растительные отходы при уходе за газонами, цветниками',null,null
'ddd66de8-3dfd-4725-8855-64ae84766b46','WASTE_TYPE','7 31 300 02 20 5 растительные отходы при уходе за древесно-кустарниковыми посадками',null,null
'7b1d2938-ec29-4568-9750-73e7c01aad36','WASTE_TYPE','7 31 900 00 00 0 Прочие твердые коммунальные отходы',null,null
'1e61fcc2-80ba-4865-94fc-dd5476264ad5','WASTE_TYPE','7 31 930 00 00 0 Отходы при ликвидации свалок твердых коммунальных отходов',null,null
'5f2e1d63-8881-43c8-8a71-158729918ea5','WASTE_TYPE','7 31 931 11 72 4 отходы при ликвидации свалок твердых коммунальных отходов',null,null
'8a336168-c911-4cf2-9d06-2f9b4e1c2578','WASTE_TYPE','7 33 100 00 00 0 Мусор от офисных и бытовых помещений предприятий, организаций, относящийся к твердым коммунальным отходам',null,null
'dcff1ada-80c9-4807-a117-0922f8d7779d','WASTE_TYPE','7 33 100 01 72 4 мусор от офисных и бытовых помещений организаций несортированный (исключая крупногабаритный)',null,null
'f4fde984-8b88-4d32-af2d-4284b2ba82c0','WASTE_TYPE','7 33 100 02 72 5 мусор от офисных и бытовых помещений организаций практически неопасный',null,null
'caa23017-9609-4564-9ff6-1156397b02c4','WASTE_TYPE','7 33 151 01 72 4 мусор от бытовых помещений судов и прочих плавучих средств, не предназначенных для перевозки пассажиров',null,null
'34a47565-d1ad-4e75-ab3f-ad6157f0373e','WASTE_TYPE','7 33 200 00 00 0 Мусор и смет производственных и складских помещений, не относящийся к твердым коммунальным отходам',null,null
'0191fab1-0ee3-45fd-b831-1d6299d29a47','WASTE_TYPE','7 33 210 01 72 4 мусор и смет производственных помещений малоопасный',null,null
'760563e0-4962-4d69-aa96-71a3f8ea2c3b','WASTE_TYPE','7 33 210 02 72 5 мусор и смет производственных помещений практически неопасный',null,null
'e39c8a4e-76e0-427e-8c78-5ac9d6218a93','WASTE_TYPE','7 33 220 01 72 4 мусор и смет от уборки складских помещений малоопасный',null,null
'157717e1-4d64-4b9e-af7a-bc648ad45fcc','WASTE_TYPE','7 33 220 02 72 5 мусор и смет от уборки складских помещений практически неопасный',null,null

'309a641b-6aca-415a-bac9-d79ace1ed381','UTILIZATION_OBJECT_EQUIPMENT_KIND','Основное',null,true
'd0c65af6-3a2b-4c82-b493-618b6be1e360','UTILIZATION_OBJECT_EQUIPMENT_KIND','Вспомогательное',null,true

'a0fd9b5c-5f60-4c30-bf92-5fdd5c59b9af','CORE_EQUIPMENT_TYPE','Технологическая линия по сжиганию ТКО',null,null
'f89c66d2-441a-42d1-9484-754ac00bde21','CORE_EQUIPMENT_TYPE','Инсинератор',null,null
'4db7c505-4012-4446-b6d5-ae9e56ab5bc1','CORE_EQUIPMENT_TYPE','Установка по сжиганию отходов (печь)',null,null
'0c0a8384-d8b0-488c-bbb3-657153e422d2','CORE_EQUIPMENT_TYPE','Пиролизная установка',null,null
'60888d39-8bd1-4044-99df-e50de96ce15b','CORE_EQUIPMENT_TYPE','Установка термического обезвреживания',null,null
'a3552c93-5d50-4783-b458-c22cae998581','CORE_EQUIPMENT_TYPE','Установка термической деструкции',null,null

'bb71f7ff-e4c7-4708-af5a-a43db60bc092','AUXILIARY_EQUIPMENT_TYPE','Вентилятор для поддержания давления в системе подачи воздуха для сжигания вытяжной',null,null
'd2a517d7-0f12-4a31-b7d2-378a4fb16326','AUXILIARY_EQUIPMENT_TYPE','Вентилятор для поддержания давления в системе подачи воздуха для сжигания нагнетательный',null,null
