id,type,value,parent_id
'abc41464-5eed-4e43-8978-6dbb39501dc3','SUBJECT_AREA','Вадинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'fbfa92e1-3850-4df2-bb9d-4833a0041892','SUBJECT_AREA','Городищенский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'1e1e24fc-e561-4cba-bd07-3602710b55d2','SUBJECT_AREA','Заречный г','c9d61b44-e684-4ae7-8558-356be96011f3'
'7ddfda0f-e5bf-40b7-a0b3-8d301279948d','SUBJECT_AREA','Земетчинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'474bd429-8096-4d08-a33b-b1c5baab788d','SUBJECT_AREA','Иссинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'7b7c3680-35fe-4b0d-b6cc-6de59a68c1ce','SUBJECT_AREA','Каменский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'3efe17ac-647c-466b-8587-3863fb0f1f84','SUBJECT_AREA','Камешкирский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'd872b34e-8a19-4af0-b1f5-5b836848e214','SUBJECT_AREA','Колышлейский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'ea3d9d21-df1f-422b-8188-6e6be4a318de','SUBJECT_AREA','Кондольский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'de640a70-2396-4c8f-8ac2-d4f46964f4ee','SUBJECT_AREA','Кузнецкий р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'5e218472-3117-436f-bca8-47e5ae5662d7','SUBJECT_AREA','Лопатинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'1cd5882d-f905-4829-85ae-9ab6d30a31b3','SUBJECT_AREA','Лунинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'4a618299-faaf-46c0-9f7b-212c71e49fb1','SUBJECT_AREA','Малосердобинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'afd95265-298f-478b-b87c-2a0557547560','SUBJECT_AREA','Мокшанский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'ecffac7d-02c1-45ab-a1f9-5baae1b01727','SUBJECT_AREA','Наровчатский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'6da9e789-b85c-446d-8524-6f03b311f0d2','SUBJECT_AREA','Неверкинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'991514f3-f86b-4f09-911b-54b42d8b4ecb','SUBJECT_AREA','Нижнеломовский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'ec4568f2-b192-4d87-a261-22c63bfd3f33','SUBJECT_AREA','Никольский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'ac51113d-a075-4ade-8e76-9d4e5d71de3a','SUBJECT_AREA','Пачелмский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'92a65150-7b40-4118-8560-023779e76559','SUBJECT_AREA','Пенза г','c9d61b44-e684-4ae7-8558-356be96011f3'
'128269b4-dbf2-4449-8427-368097991476','SUBJECT_AREA','Пензенский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'e9b62e7f-92c5-47ba-8b4a-bdfb718db692','SUBJECT_AREA','Сердобский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'7fb28a3a-a917-4658-af1a-2fa7d66998c3','SUBJECT_AREA','Сосновоборский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'8e6b63f1-ba3f-40de-82dd-460f0d886026','SUBJECT_AREA','Спасский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'ae1e7aed-1d43-455f-9560-1653ff035c67','SUBJECT_AREA','Тамалинский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'e54c131f-c685-40f3-98b0-58984ccf053f','SUBJECT_AREA','Шемышейский р-н','c9d61b44-e684-4ae7-8558-356be96011f3'
'32fc5a3a-a762-46c7-a836-94acd74b4e2c','SUBJECT_AREA','Александровск г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'5cbaf9e0-0f74-40c5-9cb4-f166cdeec75d','SUBJECT_AREA','Бардымский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'8fe5babf-4c01-4371-8c3b-26e10656ed99','SUBJECT_AREA','Березники г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'cd1042cf-beeb-430c-9d77-7c403a63665f','SUBJECT_AREA','Березовский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'da510719-c90e-4c98-b180-96aa927acb3c','SUBJECT_AREA','Большесосновский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'131b7415-b143-4829-989c-12c8c3f141a4','SUBJECT_AREA','Верещагинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'25bbf47d-86fc-47fa-9f6d-f0f1c731b36a','SUBJECT_AREA','Гайнский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'5b880f15-8ff7-408f-b771-b599f29b046e','SUBJECT_AREA','Горнозаводский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'55aa718e-af7c-4422-be8d-82acbd763974','SUBJECT_AREA','Гремячинск г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'48fae8d0-72e8-4f35-bc9f-af81158a937d','SUBJECT_AREA','Губаха г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'e7ded05c-ef96-4138-95e4-47262536b68e','SUBJECT_AREA','Добрянка г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'39d4a25d-c009-48c4-afe5-2428218ae44b','SUBJECT_AREA','Еловский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'89282f74-e9fe-4711-9075-5330769b26bd','SUBJECT_AREA','Ильинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'118b42b8-0a88-4801-8deb-ff03917ee96b','SUBJECT_AREA','Карагайский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'101c1b36-c1c3-4cd7-baf3-ee85bb1a0b0b','SUBJECT_AREA','Кизел г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'5cae9f3c-0d16-402a-86ec-855f02822679','SUBJECT_AREA','Кишертский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'da9a2eea-75db-41dc-9e32-17577389c08a','SUBJECT_AREA','Косинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'7ce59ab1-39e2-4e3e-a356-cba956206c22','SUBJECT_AREA','Кочевский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'5a61ed25-bf4c-4355-99db-463e73d547d5','SUBJECT_AREA','Красновишерский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'ac228d65-ac7a-402f-bfbe-b801017d1c1a','SUBJECT_AREA','Краснокамский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'561830f2-aa36-4379-9a52-9ae0ee200d43','SUBJECT_AREA','Кудымкар г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'9dc17ca3-422e-47d4-869f-236663db7c87','SUBJECT_AREA','Кудымкарский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'bc9dcd73-edf3-4880-982b-da31675f8408','SUBJECT_AREA','Куединский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'e7d3a017-f63c-45e4-9f6d-d0141a433809','SUBJECT_AREA','Кунгур г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'c789a1c0-4f08-4a3c-a096-b9d3071ffd6d','SUBJECT_AREA','Кунгурский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'd8b34838-c464-4aaf-8162-40ec97920346','SUBJECT_AREA','Лысьва г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'115fdcfb-648b-42eb-9c70-c9e26dd395a7','SUBJECT_AREA','Нытвенский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'06be7062-09cd-442d-9c26-219cf6b18825','SUBJECT_AREA','Октябрьский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'd539d8eb-c9a0-4685-a2b4-11ed13cc8a8e','SUBJECT_AREA','Ординский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'f9585b10-79a3-4416-8bd8-bd3928521ca9','SUBJECT_AREA','Осинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'50049c44-4b59-4c17-93ff-60d2730a1e31','SUBJECT_AREA','Оханский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'385c8a2b-6e3d-4938-b8a6-604d4a639c04','SUBJECT_AREA','Очерский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'd4308807-3d69-4b47-9632-566449c9f4aa','SUBJECT_AREA','Пермский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'80b90ba3-a620-4762-90ff-577a9d5f44ec','SUBJECT_AREA','Пермь г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'3f09f58c-3417-4211-b05f-4fef69bf63c8','SUBJECT_AREA','Сивинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'28f2eaf8-2207-4db0-aa43-16ba58c211f3','SUBJECT_AREA','Соликамск г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'a96e9600-3b8e-4fb3-883f-04cf73309198','SUBJECT_AREA','Соликамский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'f4d8bd7b-786b-4341-a353-7ce705613351','SUBJECT_AREA','Суксунский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'cba97862-1462-49b1-9dbc-87138f464296','SUBJECT_AREA','Уинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'13c90cf9-aea5-427a-91e7-2c7769226496','SUBJECT_AREA','Усольский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'e742ed9b-297e-449c-9c40-44ccd99f7927','SUBJECT_AREA','Чайковский г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'670aaf06-3a5e-413a-a264-2807a56db0af','SUBJECT_AREA','Частинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'6abc8ab4-8ef2-41c8-a7e5-368a0969a270','SUBJECT_AREA','Чердынский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'45cc8ff5-dcec-40dc-ba6b-44bad007b0f8','SUBJECT_AREA','Чернушинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'22b6714b-af46-4130-a45c-5e03caeb7291','SUBJECT_AREA','Чусовой г','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'f20b5d2a-56cf-4958-b43d-7f0de3db13cf','SUBJECT_AREA','Юрлинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'5902e2e2-ee9a-4ed8-af9c-6b135d3a526d','SUBJECT_AREA','Юсьвинский р-н','4cd2b506-14b0-4fb0-b517-5a95adf957cd'
'7610a0b6-6b14-4ab0-ba96-d5adbceeb15e','SUBJECT_AREA','Алексеевский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'243e3808-fce8-45da-b817-af2e27a3e882','SUBJECT_AREA','Безенчукский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'f110aa2f-96fe-4949-9c2a-9d2c4062c073','SUBJECT_AREA','Богатовский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'f1fe448d-125f-496c-92f4-d380c45defbc','SUBJECT_AREA','Большеглушицкий р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'c5c66225-7517-49b8-b9bf-e335562ec837','SUBJECT_AREA','Большечерниговский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'872cc340-8412-4b93-b59e-fb94c4cfb204','SUBJECT_AREA','Борский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'7de0b3e0-5214-4c7e-91df-24d072e1e57e','SUBJECT_AREA','Волжский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'51957914-5ab9-4ec5-a839-4a6331afb2b5','SUBJECT_AREA','Елховский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'cc0c602d-cb6e-4dfc-b017-7921a2b757a0','SUBJECT_AREA','Жигулевск г','c86143f3-c739-47b3-8327-e0b98804a902'
'56d1eaf8-a3af-42aa-9e35-772eae66ecf8','SUBJECT_AREA','Исаклинский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'ca985633-bdc1-46cf-89fc-5bf9a63454a7','SUBJECT_AREA','Камышлинский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'c1300aaf-db25-4e0b-b1e6-511e6329f99f','SUBJECT_AREA','Кинель г','c86143f3-c739-47b3-8327-e0b98804a902'
'32fcb1de-a874-4516-94bb-35fe20a5b429','SUBJECT_AREA','Кинель-Черкасский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'cc6dd596-d063-4254-910d-cda159e6fe74','SUBJECT_AREA','Кинельский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'986c2694-9fed-453a-b9a3-b7f2278704a4','SUBJECT_AREA','Клявлинский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'bc009910-a72e-43a5-bf9e-e15dd937c6b6','SUBJECT_AREA','Кошкинский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'c6647f51-42e2-4930-8335-00bee798d5a7','SUBJECT_AREA','Красноармейский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'4cad8629-ec81-49f9-bdd6-f075f03756d3','SUBJECT_AREA','Красноярский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'6ae0417b-2cfe-42fe-8b2b-8ff9341a0b98','SUBJECT_AREA','Нефтегорский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'24d2a25c-617a-4fbb-af76-ac0f8e912750','SUBJECT_AREA','Новокуйбышевск г','c86143f3-c739-47b3-8327-e0b98804a902'
'8f5f9f80-6b4f-4d71-874a-1bf7657e217e','SUBJECT_AREA','Октябрьск г','c86143f3-c739-47b3-8327-e0b98804a902'
'41a4766c-9730-4d2f-b38f-3c2a5701a706','SUBJECT_AREA','Отрадный г','c86143f3-c739-47b3-8327-e0b98804a902'
'05eba3b1-57ab-4a9f-b021-aa20114d71d3','SUBJECT_AREA','Пестравский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'09e8662f-e641-4ca4-99f3-05a39a6f84db','SUBJECT_AREA','Похвистнево г','c86143f3-c739-47b3-8327-e0b98804a902'
'6ac7bd33-4351-403d-9adb-d6ba5c8d223f','SUBJECT_AREA','Похвистневский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'41348eae-8801-4e1c-9a4e-b133617f253e','SUBJECT_AREA','Приволжский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'66aae1bd-00f6-4269-bc80-d3f9f54dd656','SUBJECT_AREA','Самара г','c86143f3-c739-47b3-8327-e0b98804a902'
'c8208c4c-97fb-41f0-989f-080debd97228','SUBJECT_AREA','Сергиевский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'82c007bf-d2a5-4658-8c7a-b2f8688a1a97','SUBJECT_AREA','Ставропольский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'158bc916-61f2-4994-a4ae-40110c4c40b7','SUBJECT_AREA','Сызранский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'0a205a2b-b747-4330-a8a6-3011b8a891e3','SUBJECT_AREA','Сызрань г','c86143f3-c739-47b3-8327-e0b98804a902'
'103978c7-b50d-4df0-a963-4b1f8ffac787','SUBJECT_AREA','Тольятти г','c86143f3-c739-47b3-8327-e0b98804a902'
'fc53928c-58d9-4a55-ad4e-c6b86ef82e53','SUBJECT_AREA','Хворостянский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'33ef6317-b5a9-404f-bf02-eafc5ead084f','SUBJECT_AREA','Чапаевск г','c86143f3-c739-47b3-8327-e0b98804a902'
'251b91be-6b4e-43e7-9867-1740dad11c8b','SUBJECT_AREA','Челно-Вершинский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'dbcaa453-225a-4788-8993-24f047ad378e','SUBJECT_AREA','Шенталинский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'99982c91-2643-4fec-a3e0-9f763df7d72e','SUBJECT_AREA','Шигонский р-н','c86143f3-c739-47b3-8327-e0b98804a902'
'33fd51d5-4fdb-4836-a8d1-a4fb31b652c4','SUBJECT_AREA','Александрово-Гайский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'1c03129a-e5ae-4bbd-9897-821f04b9e8a1','SUBJECT_AREA','Аркадакский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'9ad0ebd9-cdd1-43f6-b08c-6e4083008c72','SUBJECT_AREA','Аткарск г','636e47ee-936a-4a16-b067-763adaa48264'
'1ae7c696-2bd2-4aab-9fd1-ef881b1a0ec7','SUBJECT_AREA','Аткарский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'26f9a84f-5c65-48d1-adfb-bdc1922035de','SUBJECT_AREA','Базарно-Карабулакский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'ee7bf65a-cabb-4d03-afba-01d6fe792f9b','SUBJECT_AREA','Балаково г','636e47ee-936a-4a16-b067-763adaa48264'
'924e1b62-1fdf-4662-b2bf-780f78e48d3c','SUBJECT_AREA','Балаковский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'ac22a108-bb38-4825-b26c-be35d08c4f33','SUBJECT_AREA','Балашов г','636e47ee-936a-4a16-b067-763adaa48264'
'547fa7c1-0976-4cee-a1ee-98f55466d2f2','SUBJECT_AREA','Балашовский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'4ba1bab0-e3d7-4661-824c-a42ca11da0c5','SUBJECT_AREA','Балтайский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'58a4194f-30bf-4eab-baa2-1a35d16b2afe','SUBJECT_AREA','Вольск г','636e47ee-936a-4a16-b067-763adaa48264'
'eb00d090-aeb5-4a35-8c31-e4faac08bfa0','SUBJECT_AREA','Вольский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'b3eaad91-1dbf-4f63-abd1-4669d9eadd4f','SUBJECT_AREA','Воскресенский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'f4bdc605-7e27-4be1-af27-0bdde8e9695c','SUBJECT_AREA','Дергачевский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'74935e39-90c3-41b9-8186-8f8bfa62e4d1','SUBJECT_AREA','Духовницкий р-н','636e47ee-936a-4a16-b067-763adaa48264'
'01ea53fe-3502-4b8c-83a0-52aa5a2e91ba','SUBJECT_AREA','Екатериновский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'83a65cd3-41a0-4906-a163-3cdcd85a3bfc','SUBJECT_AREA','Ершовский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'ea3af633-eb04-49ad-b299-da50c694a91e','SUBJECT_AREA','Ивантеевский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'575931d3-8cef-482b-9087-43f88ef7d829','SUBJECT_AREA','Калининский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'85e4b6b0-8f90-4d55-82e6-31011cac0676','SUBJECT_AREA','Красноармейск г','636e47ee-936a-4a16-b067-763adaa48264'
'b054130c-8386-4ac1-ae21-5b86189da3bc','SUBJECT_AREA','Красноармейский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'0cfb5f00-f31f-45c3-b0c2-cefcb7dc217b','SUBJECT_AREA','Краснокутский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'0ae9fffb-e3b6-44dc-a3cf-236151591b35','SUBJECT_AREA','Краснопартизанский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'7aed7fa3-181b-408f-80a0-50101e767ff3','SUBJECT_AREA','Лысогорский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'9a68ccb9-5b19-4d2e-b500-d1631b0a6c0c','SUBJECT_AREA','Маркс г','636e47ee-936a-4a16-b067-763adaa48264'
'02e875a4-0efb-4a6f-9ba2-b45ce826c7d3','SUBJECT_AREA','Марксовский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'd57cf039-02ff-4266-9f82-efb864643a97','SUBJECT_AREA','Новобурасский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'0800787b-f906-4a38-bd95-4801ef0c40b0','SUBJECT_AREA','Новоузенский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'640b68ae-12fe-4d5e-b688-fff84197ca51','SUBJECT_AREA','Озинский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'ac787502-890a-44c6-99d6-ae780b57c9a0','SUBJECT_AREA','Перелюбский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'd7ce8f0d-00d5-4af7-9dcf-c5fc185bd36f','SUBJECT_AREA','Петровск г','636e47ee-936a-4a16-b067-763adaa48264'
'40c4200c-d0de-448c-8496-52e52822bf4b','SUBJECT_AREA','Петровский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'e3863ef2-9133-4b8a-a573-0b43d0ba8b60','SUBJECT_AREA','Питерский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'f187cac2-1a7a-463c-ae2b-558e229e870e','SUBJECT_AREA','Пугачев г','636e47ee-936a-4a16-b067-763adaa48264'
'6ae57a84-da01-46ef-87b5-1345304d7263','SUBJECT_AREA','Пугачевский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'5492d592-f6d0-4c39-9a85-e1671f92d1ac','SUBJECT_AREA','Ровенский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'441cb2f1-789c-4090-9d3f-86c4a4ae0d5e','SUBJECT_AREA','Романовский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'2509ab9e-7f54-4a32-83ca-312a5dd97c42','SUBJECT_AREA','Ртищево г','636e47ee-936a-4a16-b067-763adaa48264'
'af27c0ae-8732-499f-a260-4420f6460639','SUBJECT_AREA','Ртищевский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'cb9ee969-dd94-48be-892d-987aa335f583','SUBJECT_AREA','Самойловский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'2cbd8280-133c-40ca-96b6-9260954c57eb','SUBJECT_AREA','Саратов г','636e47ee-936a-4a16-b067-763adaa48264'
'8c0c800f-53e5-4cb4-93c1-9a12015436d0','SUBJECT_AREA','Саратовский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'cdac382e-488f-469e-b910-ce2a43444874','SUBJECT_AREA','Советский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'9fcd4531-d170-4ad8-bd17-2cd6525a87d2','SUBJECT_AREA','Татищевский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'151bc886-f705-4354-b840-b0cfd5280326','SUBJECT_AREA','Турковский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'86edbb36-7985-4994-a91c-58a322c4a4e5','SUBJECT_AREA','Федоровский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'0ad48edd-67a8-426a-9c7d-09a7f1836682','SUBJECT_AREA','Хвалынск г','636e47ee-936a-4a16-b067-763adaa48264'
'f8ac82f5-c542-473c-89e5-20bcd683a793','SUBJECT_AREA','Хвалынский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'41805c5a-9d46-4a8a-a32f-9dad62726403','SUBJECT_AREA','Шиханы г','636e47ee-936a-4a16-b067-763adaa48264'
'721bbc25-3354-437c-b0b8-6b18657ec11d','SUBJECT_AREA','Энгельс г','636e47ee-936a-4a16-b067-763adaa48264'
'9b6d0c73-7053-42e0-8a6e-0ad7ec16344b','SUBJECT_AREA','Энгельс-19 г','636e47ee-936a-4a16-b067-763adaa48264'
'cda129e7-b03a-4ddb-8576-99ba6714b29e','SUBJECT_AREA','Энгельс-2 г','636e47ee-936a-4a16-b067-763adaa48264'
'4f4662da-edee-48a6-8f1a-56beb49dbf2b','SUBJECT_AREA','Энгельсский р-н','636e47ee-936a-4a16-b067-763adaa48264'
'4081bd7b-096d-40b3-8915-880544a3297a','SUBJECT_AREA','Агрызский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'430f024e-08ae-4ff8-9aa7-d377f19a876a','SUBJECT_AREA','Азнакаевский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'79c54094-a313-4b2d-aa6b-764715c1ff46','SUBJECT_AREA','Аксубаевский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'0b213596-b171-41f6-b338-040d48bcca4e','SUBJECT_AREA','Актанышский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'4d909759-6552-4a8f-9e2a-5deb92d29d80','SUBJECT_AREA','Алексеевский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'703d841d-97a0-40ff-9f76-6eacc4a46b92','SUBJECT_AREA','Алькеевский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'2301236b-e0fa-4f22-9df4-5c53b9ceed48','SUBJECT_AREA','Альметьевский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'ea9fcfa2-dcae-4777-bea3-92b687483bb1','SUBJECT_AREA','Апастовский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'ae59ca60-d8e3-4eb5-8b81-9a0ca00e7f2b','SUBJECT_AREA','Арский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'a39c058c-cf46-4df0-b5e4-b495da188954','SUBJECT_AREA','Атнинский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'07820371-fd78-42ba-a7a9-e4fce8e1bc1a','SUBJECT_AREA','Бавлинский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'e025c1f2-1041-4b75-95cc-d08c3df321dc','SUBJECT_AREA','Балтасинский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'682da5bb-0d6d-405a-bc47-7f317b2b9625','SUBJECT_AREA','Бугульминский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'2696a44a-773c-40b7-9fae-a1d2c639f21f','SUBJECT_AREA','Буинский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'b71c5caa-a5de-4c08-9e59-eacefbc4fa1f','SUBJECT_AREA','Верхнеуслонский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'e090e898-d7c5-43f4-b48b-8e18de9836db','SUBJECT_AREA','Высокогорский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'b5599516-7ffd-4685-8bbf-827e3b3e9255','SUBJECT_AREA','Дрожжановский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'fe8d8cb0-ecaf-405a-a514-9b4fb7663419','SUBJECT_AREA','Елабужский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'7e864f4d-bd27-4fdb-8161-54dae9f019d7','SUBJECT_AREA','Заинский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'422677b1-84a0-43b0-a903-114ed9cebf37','SUBJECT_AREA','Зеленодольский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'293b6909-f854-4d52-a0f4-1ff12b305c1c','SUBJECT_AREA','Казань г','5681a12a-d099-46ab-bc52-c8252c411aa0'
'4b11d67b-f5b5-4536-92c4-9eea13dca7f6','SUBJECT_AREA','Кайбицкий р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'07ac6109-754f-4e51-bd54-02dc23fc889e','SUBJECT_AREA','Камско-Устьинский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'a2d12e60-75f6-40c7-8ac7-055d2b693697','SUBJECT_AREA','Кукморский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
'464b6bc9-c5b3-4ccc-b4c8-6c7afabb3dcf','SUBJECT_AREA','Лаишевский р-н','5681a12a-d099-46ab-bc52-c8252c411aa0'
